 ,X,GFP,FM4,i,Fac_0,Fac_1
6119,5.169,0.122,0.005,108,pina7,18
6120,-3.490,0.011,0.010,109,pina7,18
6121,-3.324,0.012,0.010,109,pina7,18
6122,-3.158,0.015,0.009,109,pina7,18
6123,-2.992,0.016,0.010,109,pina7,18
6124,-2.826,0.015,0.011,109,pina7,18
6125,-2.659,0.015,0.011,109,pina7,18
6126,-2.493,0.017,0.011,109,pina7,18
6127,-2.327,0.021,0.012,109,pina7,18
6128,-2.161,0.024,0.015,109,pina7,18
6129,-1.995,0.024,0.017,109,pina7,18
6130,-1.828,0.026,0.022,109,pina7,18
6131,-1.662,0.030,0.029,109,pina7,18
6132,-1.496,0.037,0.034,109,pina7,18
6133,-1.330,0.045,0.038,109,pina7,18
6134,-1.163,0.056,0.045,109,pina7,18
6135,-0.997,0.073,0.059,109,pina7,18
6136,-0.831,0.106,0.092,109,pina7,18
6137,-0.665,0.166,0.155,109,pina7,18
6138,-0.499,0.278,0.270,109,pina7,18
6139,-0.332,0.490,0.479,109,pina7,18
6140,-0.166,0.803,0.786,109,pina7,18
6141,0.000,1.034,1.000,109,pina7,18
6142,0.166,0.966,0.868,109,pina7,18
6143,0.332,0.708,0.526,109,pina7,18
6144,0.499,0.511,0.290,109,pina7,18
6145,0.665,0.403,0.193,109,pina7,18
6146,0.831,0.323,0.147,109,pina7,18
6147,0.997,0.257,0.118,109,pina7,18
6148,1.163,0.210,0.100,109,pina7,18
6149,1.330,0.180,0.094,109,pina7,18
6150,1.496,0.167,0.096,109,pina7,18
6151,1.662,0.171,0.098,109,pina7,18
6152,1.828,0.180,0.094,109,pina7,18
6153,1.995,0.184,0.082,109,pina7,18
6154,2.161,0.182,0.063,109,pina7,18
6155,2.327,0.179,0.044,109,pina7,18
6156,2.493,0.172,0.035,109,pina7,18
6157,2.659,0.160,0.036,109,pina7,18
6158,2.826,0.149,0.037,109,pina7,18
6159,2.992,0.139,0.034,109,pina7,18
6160,3.158,0.133,0.031,109,pina7,18
6161,3.324,0.132,0.031,109,pina7,18
6162,3.490,0.134,0.030,109,pina7,18
6163,3.657,0.138,0.028,109,pina7,18
6164,3.823,0.144,0.026,109,pina7,18
6165,3.989,0.150,0.023,109,pina7,18
6166,4.155,0.159,0.020,109,pina7,18
6167,4.322,0.168,0.017,109,pina7,18
6168,4.488,0.176,0.014,109,pina7,18
6169,4.654,0.180,0.012,109,pina7,18
6170,4.820,0.179,0.010,109,pina7,18
6171,4.986,0.173,0.008,109,pina7,18
6172,5.153,0.170,0.007,109,pina7,18
6173,5.319,0.173,0.007,109,pina7,18
6174,5.485,0.174,0.008,109,pina7,18
6175,5.651,0.169,0.007,109,pina7,18
6176,5.817,0.169,0.006,109,pina7,18
6177,5.984,0.179,0.005,109,pina7,18
6178,6.150,0.186,0.005,109,pina7,18
6179,-3.823,0.010,0.007,110,pina7,18
6180,-3.656,0.011,0.007,110,pina7,18
6181,-3.490,0.011,0.008,110,pina7,18
6182,-3.324,0.010,0.009,110,pina7,18
6183,-3.158,0.011,0.012,110,pina7,18
6184,-2.992,0.016,0.013,110,pina7,18
6185,-2.825,0.020,0.013,110,pina7,18
6186,-2.659,0.023,0.014,110,pina7,18
6187,-2.493,0.025,0.017,110,pina7,18
6188,-2.327,0.027,0.020,110,pina7,18
6189,-2.161,0.028,0.022,110,pina7,18
6190,-1.994,0.028,0.024,110,pina7,18
6191,-1.828,0.029,0.027,110,pina7,18
6192,-1.662,0.032,0.029,110,pina7,18
6193,-1.496,0.037,0.035,110,pina7,18
6194,-1.330,0.043,0.044,110,pina7,18
6195,-1.163,0.055,0.057,110,pina7,18
6196,-0.997,0.079,0.083,110,pina7,18
6197,-0.831,0.120,0.129,110,pina7,18
6198,-0.665,0.193,0.197,110,pina7,18
6199,-0.499,0.321,0.303,110,pina7,18
6200,-0.332,0.530,0.490,110,pina7,18
6201,-0.166,0.809,0.767,110,pina7,18
6202,0.000,1.016,1.000,110,pina7,18
6203,0.166,0.984,0.939,110,pina7,18
6204,0.332,0.791,0.634,110,pina7,18
6205,0.499,0.607,0.386,110,pina7,18
6206,0.665,0.465,0.254,110,pina7,18
6207,0.831,0.353,0.168,110,pina7,18
6208,0.997,0.285,0.108,110,pina7,18
6209,1.163,0.255,0.072,110,pina7,18
6210,1.330,0.243,0.055,110,pina7,18
6211,1.496,0.238,0.046,110,pina7,18
6212,1.662,0.234,0.038,110,pina7,18
6213,1.828,0.232,0.032,110,pina7,18
6214,1.994,0.233,0.029,110,pina7,18
6215,2.161,0.233,0.028,110,pina7,18
6216,2.327,0.227,0.025,110,pina7,18
6217,2.493,0.214,0.021,110,pina7,18
6218,2.659,0.205,0.018,110,pina7,18
6219,2.825,0.205,0.015,110,pina7,18
6220,2.992,0.201,0.013,110,pina7,18
6221,3.158,0.195,0.010,110,pina7,18
6222,3.324,0.196,0.010,110,pina7,18
6223,3.490,0.195,0.010,110,pina7,18
6224,3.656,0.197,0.009,110,pina7,18
6225,3.823,0.202,0.008,110,pina7,18
6226,3.989,0.202,0.006,110,pina7,18
6227,4.155,0.192,0.004,110,pina7,18
6228,4.321,0.187,0.003,110,pina7,18
6229,4.487,0.195,0.003,110,pina7,18
6230,4.654,0.201,0.004,110,pina7,18
6231,4.820,0.202,0.005,110,pina7,18
6232,4.986,0.201,0.005,110,pina7,18
6233,5.152,0.195,0.004,110,pina7,18
6234,5.318,0.193,0.004,110,pina7,18
6235,5.485,0.202,0.003,110,pina7,18
6236,5.651,0.210,0.003,110,pina7,18
6237,-4.708,0.016,0.012,111,pina7,17
6238,-4.540,0.018,0.016,111,pina7,17
6239,-4.372,0.017,0.018,111,pina7,17
6240,-4.204,0.016,0.018,111,pina7,17
6241,-4.036,0.017,0.018,111,pina7,17
6242,-3.868,0.019,0.018,111,pina7,17
6243,-3.699,0.022,0.019,111,pina7,17
6244,-3.531,0.024,0.019,111,pina7,17
6245,-3.363,0.027,0.021,111,pina7,17
6246,-3.195,0.031,0.027,111,pina7,17
6247,-3.027,0.036,0.034,111,pina7,17
6248,-2.859,0.038,0.038,111,pina7,17
6249,-2.690,0.035,0.041,111,pina7,17
6250,-2.522,0.035,0.046,111,pina7,17
6251,-2.354,0.042,0.055,111,pina7,17
6252,-2.186,0.056,0.068,111,pina7,17
6253,-2.018,0.068,0.081,111,pina7,17
6254,-1.850,0.079,0.091,111,pina7,17
6255,-1.682,0.099,0.103,111,pina7,17
6256,-1.513,0.126,0.125,111,pina7,17
6257,-1.345,0.160,0.161,111,pina7,17
6258,-1.177,0.209,0.211,111,pina7,17
6259,-1.009,0.279,0.266,111,pina7,17
6260,-0.841,0.366,0.334,111,pina7,17
6261,-0.673,0.477,0.425,111,pina7,17
6262,-0.504,0.647,0.539,111,pina7,17
6263,-0.336,0.842,0.694,111,pina7,17
6264,-0.168,0.972,0.872,111,pina7,17
6265,0.000,1.023,1.000,111,pina7,17
6266,0.168,1.005,1.000,111,pina7,17
6267,0.336,0.919,0.873,111,pina7,17
6268,0.504,0.812,0.705,111,pina7,17
6269,0.673,0.720,0.553,111,pina7,17
6270,0.841,0.635,0.426,111,pina7,17
6271,1.009,0.571,0.342,111,pina7,17
6272,1.177,0.558,0.295,111,pina7,17
6273,1.345,0.576,0.275,111,pina7,17
6274,1.513,0.565,0.263,111,pina7,17
6275,1.682,0.517,0.240,111,pina7,17
6276,1.850,0.442,0.204,111,pina7,17
6277,2.018,0.365,0.162,111,pina7,17
6278,2.186,0.309,0.123,111,pina7,17
6279,2.354,0.265,0.088,111,pina7,17
6280,2.522,0.229,0.064,111,pina7,17
6281,2.690,0.206,0.055,111,pina7,17
6282,2.859,0.192,0.056,111,pina7,17
6283,3.027,0.175,0.053,111,pina7,17
6284,3.195,0.159,0.044,111,pina7,17
6285,3.363,0.154,0.036,111,pina7,17
6286,3.531,0.161,0.032,111,pina7,17
6287,3.699,0.166,0.032,111,pina7,17
6288,3.868,0.160,0.031,111,pina7,17
6289,4.036,0.151,0.025,111,pina7,17
6290,4.204,0.145,0.018,111,pina7,17
6291,4.372,0.143,0.015,111,pina7,17
6292,4.540,0.140,0.019,111,pina7,17
6293,4.708,0.140,0.024,111,pina7,17
6294,4.876,0.141,0.023,111,pina7,17
6295,5.045,0.142,0.018,111,pina7,17
6296,5.213,0.146,0.015,111,pina7,17
6297,5.381,0.147,0.011,111,pina7,17
6298,5.549,0.143,0.008,111,pina7,17
6299,5.717,0.139,0.008,111,pina7,17
6300,5.885,0.131,0.009,111,pina7,17
6301,6.053,0.126,0.012,111,pina7,17
6302,6.222,0.127,0.016,111,pina7,17
6303,6.390,0.129,0.015,111,pina7,17
6304,6.558,0.125,0.013,111,pina7,17
6305,6.726,0.115,0.012,111,pina7,17
6306,-4.665,0.003,0.008,112,pina7,17
6307,-4.498,0.004,0.008,112,pina7,17
6308,-4.331,0.007,0.011,112,pina7,17
6309,-4.165,0.009,0.017,112,pina7,17
6310,-3.998,0.008,0.024,112,pina7,17
6311,-3.832,0.008,0.026,112,pina7,17
6312,-3.665,0.009,0.022,112,pina7,17
6313,-3.498,0.008,0.017,112,pina7,17
6314,-3.332,0.007,0.013,112,pina7,17
6315,-3.165,0.008,0.012,112,pina7,17
6316,-2.999,0.014,0.013,112,pina7,17
6317,-2.832,0.018,0.013,112,pina7,17
6318,-2.665,0.018,0.014,112,pina7,17
6319,-2.499,0.019,0.015,112,pina7,17
6320,-2.332,0.024,0.020,112,pina7,17
6321,-2.166,0.027,0.024,112,pina7,17
6322,-1.999,0.029,0.028,112,pina7,17
6323,-1.833,0.031,0.033,112,pina7,17
6324,-1.666,0.039,0.039,112,pina7,17
6325,-1.499,0.054,0.046,112,pina7,17
6326,-1.333,0.073,0.057,112,pina7,17
6327,-1.166,0.094,0.073,112,pina7,17
6328,-1.000,0.117,0.098,112,pina7,17
6329,-0.833,0.160,0.146,112,pina7,17
6330,-0.666,0.262,0.254,112,pina7,17
6331,-0.500,0.455,0.451,112,pina7,17
6332,-0.333,0.712,0.719,112,pina7,17
6333,-0.167,0.952,0.943,112,pina7,17
6334,0.000,1.048,1.000,112,pina7,17
6335,0.167,0.938,0.874,112,pina7,17
6336,0.333,0.735,0.655,112,pina7,17
6337,0.500,0.580,0.452,112,pina7,17
6338,0.666,0.507,0.313,112,pina7,17
6339,0.833,0.474,0.225,112,pina7,17
6340,1.000,0.445,0.171,112,pina7,17
6341,1.166,0.440,0.135,112,pina7,17
6342,1.333,0.455,0.111,112,pina7,17
6343,1.499,0.455,0.096,112,pina7,17
6344,1.666,0.434,0.085,112,pina7,17
6345,1.833,0.414,0.080,112,pina7,17
6346,1.999,0.403,0.082,112,pina7,17
6347,2.166,0.379,0.083,112,pina7,17
6348,2.332,0.345,0.081,112,pina7,17
6349,2.499,0.326,0.074,112,pina7,17
6350,2.665,0.322,0.072,112,pina7,17
6351,2.832,0.326,0.074,112,pina7,17
6352,2.999,0.333,0.077,112,pina7,17
6353,3.165,0.347,0.087,112,pina7,17
6354,3.332,0.372,0.095,112,pina7,17
6355,3.498,0.399,0.090,112,pina7,17
6356,3.665,0.410,0.080,112,pina7,17
6357,3.832,0.406,0.072,112,pina7,17
6358,3.998,0.381,0.068,112,pina7,17
6359,4.165,0.339,0.076,112,pina7,17
6360,4.331,0.320,0.087,112,pina7,17
6361,4.498,0.334,0.094,112,pina7,17
6362,4.665,0.355,0.104,112,pina7,17
6363,4.831,0.351,0.110,112,pina7,17
6364,4.998,0.320,0.100,112,pina7,17
6365,5.164,0.301,0.082,112,pina7,17
6366,5.331,0.300,0.071,112,pina7,17
6367,5.498,0.300,0.065,112,pina7,17
6368,5.664,0.300,0.060,112,pina7,17
6369,5.831,0.309,0.056,112,pina7,17
6370,5.997,0.314,0.052,112,pina7,17
6371,6.164,0.309,0.047,112,pina7,17
6372,-3.475,0.006,0.011,113,pina7,17
6373,-3.310,0.006,0.009,113,pina7,17
6374,-3.144,0.008,0.012,113,pina7,17
6375,-2.979,0.011,0.017,113,pina7,17
6376,-2.813,0.013,0.020,113,pina7,17
6377,-2.648,0.015,0.017,113,pina7,17
6378,-2.482,0.016,0.013,113,pina7,17
6379,-2.317,0.017,0.010,113,pina7,17
6380,-2.151,0.021,0.011,113,pina7,17
6381,-1.986,0.024,0.016,113,pina7,17
6382,-1.820,0.028,0.022,113,pina7,17
6383,-1.655,0.032,0.027,113,pina7,17
6384,-1.489,0.036,0.035,113,pina7,17
6385,-1.324,0.044,0.046,113,pina7,17
6386,-1.158,0.055,0.059,113,pina7,17
6387,-0.993,0.074,0.070,113,pina7,17
6388,-0.827,0.104,0.090,113,pina7,17
6389,-0.662,0.160,0.151,113,pina7,17
6390,-0.496,0.270,0.293,113,pina7,17
6391,-0.331,0.477,0.523,113,pina7,17
6392,-0.165,0.765,0.794,113,pina7,17
6393,0.000,0.995,1.000,113,pina7,17
6394,0.165,1.005,0.997,113,pina7,17
6395,0.331,0.851,0.785,113,pina7,17
6396,0.496,0.718,0.531,113,pina7,17
6397,0.662,0.631,0.358,113,pina7,17
6398,0.827,0.537,0.254,113,pina7,17
6399,0.993,0.415,0.192,113,pina7,17
6400,1.158,0.310,0.150,113,pina7,17
6401,1.324,0.252,0.120,113,pina7,17
6402,1.489,0.248,0.106,113,pina7,17
6403,1.655,0.277,0.097,113,pina7,17
6404,1.820,0.310,0.090,113,pina7,17
6405,1.986,0.316,0.080,113,pina7,17
6406,2.151,0.295,0.070,113,pina7,17
6407,2.317,0.250,0.063,113,pina7,17
6408,2.482,0.194,0.056,113,pina7,17
6409,2.648,0.162,0.050,113,pina7,17
6410,2.813,0.158,0.046,113,pina7,17
6411,2.979,0.156,0.038,113,pina7,17
6412,3.144,0.152,0.028,113,pina7,17
6413,3.310,0.150,0.022,113,pina7,17
6414,3.475,0.151,0.018,113,pina7,17
6415,3.641,0.157,0.016,113,pina7,17
6416,3.806,0.159,0.014,113,pina7,17
6417,3.972,0.163,0.014,113,pina7,17
6418,4.137,0.175,0.014,113,pina7,17
6419,4.302,0.181,0.015,113,pina7,17
6420,4.468,0.178,0.014,113,pina7,17
6421,4.633,0.176,0.014,113,pina7,17
6422,4.799,0.171,0.015,113,pina7,17
6423,4.964,0.170,0.013,113,pina7,17
6424,5.130,0.179,0.010,113,pina7,17
6425,5.295,0.192,0.009,113,pina7,17
6426,5.461,0.200,0.010,113,pina7,17
6427,5.626,0.203,0.012,113,pina7,17
6428,5.792,0.207,0.013,113,pina7,17
6429,5.957,0.203,0.012,113,pina7,17
6430,6.123,0.194,0.012,113,pina7,17
6431,6.288,0.193,0.015,113,pina7,17
6432,-4.169,0.013,0.011,114,pina7,17
6433,-4.002,0.015,0.013,114,pina7,17
6434,-3.835,0.015,0.015,114,pina7,17
6435,-3.668,0.014,0.016,114,pina7,17
6436,-3.502,0.013,0.018,114,pina7,17
6437,-3.335,0.014,0.025,114,pina7,17
6438,-3.168,0.015,0.032,114,pina7,17
6439,-3.001,0.016,0.029,114,pina7,17
6440,-2.835,0.019,0.022,114,pina7,17
6441,-2.668,0.022,0.019,114,pina7,17
6442,-2.501,0.024,0.020,114,pina7,17
6443,-2.334,0.023,0.023,114,pina7,17
6444,-2.168,0.019,0.026,114,pina7,17
6445,-2.001,0.020,0.029,114,pina7,17
6446,-1.834,0.028,0.029,114,pina7,17
6447,-1.667,0.039,0.031,114,pina7,17
6448,-1.501,0.051,0.040,114,pina7,17
6449,-1.334,0.057,0.047,114,pina7,17
6450,-1.167,0.063,0.051,114,pina7,17
6451,-1.000,0.081,0.059,114,pina7,17
6452,-0.834,0.114,0.082,114,pina7,17
6453,-0.667,0.176,0.143,114,pina7,17
6454,-0.500,0.292,0.277,114,pina7,17
6455,-0.333,0.490,0.513,114,pina7,17
6456,-0.167,0.743,0.804,114,pina7,17
6457,0.000,0.959,1.000,114,pina7,17
6458,0.167,1.050,0.983,114,pina7,17
6459,0.333,0.992,0.825,114,pina7,17
6460,0.500,0.828,0.651,114,pina7,17
6461,0.667,0.679,0.505,114,pina7,17
6462,0.834,0.585,0.397,114,pina7,17
6463,1.000,0.521,0.332,114,pina7,17
6464,1.167,0.486,0.322,114,pina7,17
6465,1.334,0.483,0.334,114,pina7,17
6466,1.501,0.484,0.317,114,pina7,17
6467,1.667,0.478,0.268,114,pina7,17
6468,1.834,0.478,0.206,114,pina7,17
6469,2.001,0.484,0.149,114,pina7,17
6470,2.168,0.493,0.111,114,pina7,17
6471,2.334,0.510,0.100,114,pina7,17
6472,2.501,0.540,0.103,114,pina7,17
6473,2.668,0.605,0.106,114,pina7,17
6474,2.835,0.705,0.104,114,pina7,17
6475,3.001,0.768,0.096,114,pina7,17
6476,3.168,0.750,0.089,114,pina7,17
6477,3.335,0.693,0.083,114,pina7,17
6478,3.502,0.669,0.075,114,pina7,17
6479,3.668,0.699,0.074,114,pina7,17
6480,3.835,0.714,0.081,114,pina7,17
6481,4.002,0.641,0.087,114,pina7,17
6482,4.169,0.512,0.091,114,pina7,17
6483,4.335,0.402,0.085,114,pina7,17
6484,4.502,0.339,0.071,114,pina7,17
6485,4.669,0.297,0.062,114,pina7,17
6486,4.836,0.269,0.052,114,pina7,17
6487,5.002,0.245,0.039,114,pina7,17
6488,5.169,0.221,0.030,114,pina7,17
6489,5.336,0.203,0.027,114,pina7,17
6490,5.503,0.197,0.024,114,pina7,17
6491,5.669,0.196,0.019,114,pina7,17
6492,5.836,0.191,0.015,114,pina7,17
6493,6.003,0.192,0.014,114,pina7,17
6494,6.170,0.198,0.013,114,pina7,17
6495,6.336,0.194,0.010,114,pina7,17
6496,6.503,0.189,0.009,114,pina7,17
6497,6.670,0.187,0.010,114,pina7,17
6498,6.837,0.189,0.011,114,pina7,17
6499,7.003,0.199,0.010,114,pina7,17
6500,7.170,0.203,0.009,114,pina7,17
6501,-4.463,0.007,0.012,115,pina7,17
6502,-4.298,0.008,0.010,115,pina7,17
6503,-4.133,0.009,0.008,115,pina7,17
6504,-3.967,0.009,0.008,115,pina7,17
6505,-3.802,0.008,0.010,115,pina7,17
6506,-3.637,0.007,0.015,115,pina7,17
6507,-3.472,0.006,0.017,115,pina7,17
6508,-3.306,0.005,0.016,115,pina7,17
6509,-3.141,0.004,0.012,115,pina7,17
6510,-2.976,0.006,0.008,115,pina7,17
6511,-2.810,0.011,0.008,115,pina7,17
6512,-2.645,0.016,0.011,115,pina7,17
6513,-2.480,0.021,0.016,115,pina7,17
6514,-2.314,0.024,0.021,115,pina7,17
6515,-2.149,0.026,0.025,115,pina7,17
6516,-1.984,0.027,0.029,115,pina7,17
6517,-1.818,0.029,0.033,115,pina7,17
6518,-1.653,0.035,0.039,115,pina7,17
6519,-1.488,0.044,0.047,115,pina7,17
6520,-1.322,0.056,0.051,115,pina7,17
6521,-1.157,0.067,0.058,115,pina7,17
6522,-0.992,0.078,0.072,115,pina7,17
6523,-0.827,0.110,0.102,115,pina7,17
6524,-0.661,0.207,0.175,115,pina7,17
6525,-0.496,0.409,0.346,115,pina7,17
6526,-0.331,0.708,0.618,115,pina7,17
6527,-0.165,0.971,0.882,115,pina7,17
6528,0.000,1.057,1.000,115,pina7,17
6529,0.165,0.972,0.926,115,pina7,17
6530,0.331,0.813,0.750,115,pina7,17
6531,0.496,0.653,0.569,115,pina7,17
6532,0.661,0.534,0.418,115,pina7,17
6533,0.827,0.462,0.311,115,pina7,17
6534,0.992,0.399,0.268,115,pina7,17
6535,1.157,0.340,0.265,115,pina7,17
6536,1.322,0.297,0.254,115,pina7,17
6537,1.488,0.258,0.219,115,pina7,17
6538,1.653,0.215,0.164,115,pina7,17
6539,1.818,0.182,0.107,115,pina7,17
6540,1.984,0.162,0.068,115,pina7,17
6541,2.149,0.148,0.047,115,pina7,17
6542,2.314,0.139,0.039,115,pina7,17
6543,2.480,0.134,0.037,115,pina7,17
6544,2.645,0.124,0.033,115,pina7,17
6545,2.810,0.117,0.027,115,pina7,17
6546,2.976,0.112,0.021,115,pina7,17
6547,3.141,0.106,0.019,115,pina7,17
6548,3.306,0.099,0.018,115,pina7,17
6549,3.472,0.096,0.016,115,pina7,17
6550,3.637,0.095,0.013,115,pina7,17
6551,3.802,0.098,0.012,115,pina7,17
6552,3.967,0.106,0.013,115,pina7,17
6553,4.133,0.115,0.016,115,pina7,17
6554,4.298,0.115,0.017,115,pina7,17
6555,4.463,0.109,0.012,115,pina7,17
6556,4.629,0.105,0.006,115,pina7,17
6557,4.794,0.101,0.005,115,pina7,17
6558,-4.021,0.010,0.021,116,pina7,17
6559,-3.853,0.012,0.020,116,pina7,17
6560,-3.686,0.014,0.021,116,pina7,17
6561,-3.518,0.014,0.023,116,pina7,17
6562,-3.351,0.014,0.021,116,pina7,17
6563,-3.183,0.013,0.019,116,pina7,17
6564,-3.015,0.012,0.021,116,pina7,17
6565,-2.848,0.012,0.026,116,pina7,17
6566,-2.680,0.013,0.030,116,pina7,17
6567,-2.513,0.017,0.031,116,pina7,17
6568,-2.345,0.024,0.035,116,pina7,17
6569,-2.178,0.029,0.044,116,pina7,17
6570,-2.010,0.032,0.053,116,pina7,17
6571,-1.843,0.035,0.062,116,pina7,17
6572,-1.675,0.038,0.067,116,pina7,17
6573,-1.508,0.044,0.076,116,pina7,17
6574,-1.340,0.056,0.092,116,pina7,17
6575,-1.173,0.070,0.112,116,pina7,17
6576,-1.005,0.086,0.148,116,pina7,17
6577,-0.838,0.116,0.216,116,pina7,17
6578,-0.670,0.188,0.322,116,pina7,17
6579,-0.503,0.322,0.475,116,pina7,17
6580,-0.335,0.532,0.685,116,pina7,17
6581,-0.168,0.783,0.898,116,pina7,17
6582,0.000,0.981,1.000,116,pina7,17
6583,0.168,1.019,0.943,116,pina7,17
6584,0.335,0.886,0.793,116,pina7,17
6585,0.503,0.700,0.613,116,pina7,17
6586,0.670,0.575,0.478,116,pina7,17
6587,0.838,0.524,0.423,116,pina7,17
6588,1.005,0.528,0.418,116,pina7,17
6589,1.173,0.538,0.416,116,pina7,17
6590,1.340,0.516,0.376,116,pina7,17
6591,1.508,0.473,0.329,116,pina7,17
6592,1.675,0.419,0.316,116,pina7,17
6593,1.843,0.365,0.295,116,pina7,17
6594,2.010,0.324,0.233,116,pina7,17
6595,2.178,0.286,0.168,116,pina7,17
6596,2.345,0.250,0.133,116,pina7,17
6597,2.513,0.227,0.118,116,pina7,17
6598,2.680,0.217,0.111,116,pina7,17
6599,2.848,0.212,0.108,116,pina7,17
6600,3.015,0.206,0.093,116,pina7,17
6601,3.183,0.197,0.078,116,pina7,17
6602,3.351,0.188,0.084,116,pina7,17
6603,3.518,0.182,0.109,116,pina7,17
6604,3.686,0.169,0.141,116,pina7,17
6605,3.853,0.147,0.168,116,pina7,17
6606,4.021,0.134,0.159,116,pina7,17
6607,4.188,0.131,0.130,116,pina7,17
6608,4.356,0.130,0.111,116,pina7,17
6609,4.523,0.127,0.097,116,pina7,17
6610,4.691,0.127,0.074,116,pina7,17
6611,4.858,0.128,0.051,116,pina7,17
6612,5.026,0.120,0.037,116,pina7,17
6613,5.193,0.114,0.032,116,pina7,17
6614,-4.694,0.008,0.034,117,pina7,17
6615,-4.527,0.010,0.022,117,pina7,17
6616,-4.359,0.012,0.018,117,pina7,17
6617,-4.191,0.015,0.015,117,pina7,17
6618,-4.024,0.016,0.014,117,pina7,17
6619,-3.856,0.015,0.014,117,pina7,17
6620,-3.688,0.013,0.012,117,pina7,17
6621,-3.521,0.013,0.009,117,pina7,17
6622,-3.353,0.012,0.012,117,pina7,17
6623,-3.186,0.011,0.016,117,pina7,17
6624,-3.018,0.011,0.020,117,pina7,17
6625,-2.850,0.013,0.022,117,pina7,17
6626,-2.683,0.015,0.027,117,pina7,17
6627,-2.515,0.018,0.030,117,pina7,17
6628,-2.347,0.021,0.026,117,pina7,17
6629,-2.180,0.021,0.023,117,pina7,17
6630,-2.012,0.023,0.025,117,pina7,17
6631,-1.844,0.027,0.028,117,pina7,17
6632,-1.677,0.033,0.033,117,pina7,17
6633,-1.509,0.038,0.041,117,pina7,17
6634,-1.341,0.046,0.050,117,pina7,17
6635,-1.174,0.055,0.066,117,pina7,17
6636,-1.006,0.067,0.093,117,pina7,17
6637,-0.838,0.096,0.140,117,pina7,17
6638,-0.671,0.162,0.235,117,pina7,17
6639,-0.503,0.291,0.402,117,pina7,17
6640,-0.335,0.517,0.645,117,pina7,17
6641,-0.168,0.802,0.887,117,pina7,17
6642,0.000,1.008,1.000,117,pina7,17
6643,0.168,1.041,0.943,117,pina7,17
6644,0.335,0.951,0.733,117,pina7,17
6645,0.503,0.815,0.507,117,pina7,17
6646,0.671,0.684,0.376,117,pina7,17
6647,0.838,0.570,0.302,117,pina7,17
6648,1.006,0.484,0.243,117,pina7,17
6649,1.174,0.406,0.217,117,pina7,17
6650,1.341,0.333,0.211,117,pina7,17
6651,1.509,0.285,0.199,117,pina7,17
6652,1.677,0.262,0.182,117,pina7,17
6653,1.844,0.243,0.171,117,pina7,17
6654,2.012,0.223,0.148,117,pina7,17
6655,2.180,0.197,0.117,117,pina7,17
6656,2.347,0.172,0.089,117,pina7,17
6657,2.515,0.154,0.063,117,pina7,17
6658,2.683,0.142,0.045,117,pina7,17
6659,2.850,0.134,0.038,117,pina7,17
6660,3.018,0.134,0.040,117,pina7,17
6661,3.186,0.141,0.041,117,pina7,17
6662,3.353,0.148,0.034,117,pina7,17
6663,3.521,0.158,0.028,117,pina7,17
6664,3.688,0.165,0.027,117,pina7,17
6665,3.856,0.156,0.027,117,pina7,17
6666,4.024,0.136,0.023,117,pina7,17
6667,4.191,0.128,0.022,117,pina7,17
6668,4.359,0.131,0.024,117,pina7,17
6669,4.527,0.128,0.020,117,pina7,17
6670,4.694,0.124,0.014,117,pina7,17
6671,4.862,0.127,0.012,117,pina7,17
6672,-4.147,0.011,0.036,118,pina7,17
6673,-3.982,0.010,0.023,118,pina7,17
6674,-3.816,0.010,0.015,118,pina7,17
6675,-3.650,0.011,0.012,118,pina7,17
6676,-3.484,0.011,0.011,118,pina7,17
6677,-3.318,0.012,0.014,118,pina7,17
6678,-3.152,0.012,0.018,118,pina7,17
6679,-2.986,0.011,0.018,118,pina7,17
6680,-2.820,0.011,0.016,118,pina7,17
6681,-2.654,0.014,0.016,118,pina7,17
6682,-2.488,0.018,0.016,118,pina7,17
6683,-2.323,0.020,0.018,118,pina7,17
6684,-2.157,0.021,0.021,118,pina7,17
6685,-1.991,0.021,0.022,118,pina7,17
6686,-1.825,0.024,0.023,118,pina7,17
6687,-1.659,0.029,0.027,118,pina7,17
6688,-1.493,0.037,0.036,118,pina7,17
6689,-1.327,0.049,0.043,118,pina7,17
6690,-1.161,0.062,0.050,118,pina7,17
6691,-0.995,0.079,0.072,118,pina7,17
6692,-0.829,0.109,0.135,118,pina7,17
6693,-0.664,0.171,0.264,118,pina7,17
6694,-0.498,0.291,0.477,118,pina7,17
6695,-0.332,0.491,0.743,118,pina7,17
6696,-0.166,0.749,0.959,118,pina7,17
6697,0.000,0.975,1.000,118,pina7,17
6698,0.166,1.054,0.863,118,pina7,17
6699,0.332,0.972,0.669,118,pina7,17
6700,0.498,0.832,0.525,118,pina7,17
6701,0.664,0.719,0.432,118,pina7,17
6702,0.829,0.619,0.345,118,pina7,17
6703,0.995,0.520,0.255,118,pina7,17
6704,1.161,0.442,0.178,118,pina7,17
6705,1.327,0.403,0.131,118,pina7,17
6706,1.493,0.376,0.108,118,pina7,17
6707,1.659,0.342,0.088,118,pina7,17
6708,1.825,0.304,0.066,118,pina7,17
6709,1.991,0.263,0.049,118,pina7,17
6710,2.157,0.226,0.041,118,pina7,17
6711,2.323,0.191,0.035,118,pina7,17
6712,2.488,0.164,0.030,118,pina7,17
6713,2.654,0.156,0.024,118,pina7,17
6714,2.820,0.156,0.017,118,pina7,17
